portfolio,agency,program,scheme,value12_13,diff_percent,difference,value13_14,value14_15,value15_16,value16_17,source
Judicial Branch,"Courts of Appeals, District Courts, and other Judicial Services",Defender Services,Federal litigative and judicial activities,1040000,,11000,1051000,1068000,1096000,1118000,
Judicial Branch,"Courts of Appeals, District Courts, and other Judicial Services",Fees of Jurors and Commissioners,Federal litigative and judicial activities,55000,,-1000,54000,54000,55000,57000,
Judicial Branch,"Courts of Appeals, District Courts, and other Judicial Services",Expenses of Operation and Maintenance of the Courts,Federal litigative and judicial activities,0,,0,0,0,0,0,
Judicial Branch,"Courts of Appeals, District Courts, and other Judicial Services",Salaries and expenses of magistrates,Federal litigative and judicial activities,0,,0,0,0,0,0,
Judicial Branch,"Courts of Appeals, District Courts, and other Judicial Services",Court Security,Federal litigative and judicial activities,512000,,2000,514000,526000,535000,546000,
Judicial Branch,"Courts of Appeals, District Courts, and other Judicial Services",Space and facilities,Federal litigative and judicial activities,0,,0,0,0,0,0,
Judicial Branch,"Courts of Appeals, District Courts, and other Judicial Services",Furniture and furnishings,Federal litigative and judicial activities,0,,0,0,0,0,0,
Judicial Branch,"Courts of Appeals, District Courts, and other Judicial Services",Speedy trial planning,Federal litigative and judicial activities,0,,0,0,0,0,0,
Judicial Branch,"Courts of Appeals, District Courts, and other Judicial Services",Special rail reorganization court,Federal litigative and judicial activities,0,,0,0,0,0,0,
Judicial Branch,"Courts of Appeals, District Courts, and other Judicial Services",All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,Deductions for offsetting receipts,-2000,,2000,0,0,0,0,
Judicial Branch,"Courts of Appeals, District Courts, and other Judicial Services",Undistributed intragovernmental payments and receivables from cancelled accounts,Deductions for offsetting receipts,0,,0,0,0,0,0,
Judicial Branch,"Courts of Appeals, District Courts, and other Judicial Services",Judiciary Filing Fees,Federal litigative and judicial activities,366000,,18000,384000,396000,296000,304000,
Judicial Branch,"Courts of Appeals, District Courts, and other Judicial Services",Registry Administration,Federal litigative and judicial activities,0,,1000,1000,1000,1000,1000,
Judicial Branch,"Courts of Appeals, District Courts, and other Judicial Services",Judiciary Information Technology Fund,Federal litigative and judicial activities,0,,0,0,0,0,0,
Judicial Branch,"Courts of Appeals, District Courts, and other Judicial Services",Judiciary Information Technology Fund,Federal litigative and judicial activities,472000,,127000,599000,597000,621000,637000,
Judicial Branch,"Courts of Appeals, District Courts, and other Judicial Services",National Fine Center,Federal litigative and judicial activities,0,,0,0,0,0,0,
Judicial Branch,Administrative Office of the United States Courts,Salaries and Expenses,Federal litigative and judicial activities,87000,,-4000,83000,90000,87000,89000,
Judicial Branch,Administrative Office of the United States Courts,Judicial survivors' annuity program,Federal litigative and judicial activities,0,,0,0,0,0,0,
Judicial Branch,Administrative Office of the United States Courts,Study of construction of office building,Federal litigative and judicial activities,0,,0,0,0,0,0,
Judicial Branch,Federal Judicial Center,Salaries and Expenses,Federal litigative and judicial activities,27000,,3000,30000,28000,29000,29000,
Judicial Branch,Federal Judicial Center,"Gifts and donations, Federal Judicial Center Foundation",Federal litigative and judicial activities,0,,0,0,0,0,0,
Judicial Branch,"Bicentennial Expenses, The Judiciary",Bicentennial activities,Other general government,0,,0,0,0,0,0,
Judicial Branch,Judicial Retirement Funds,Payment to Judiciary Trust Funds,Federal litigative and judicial activities,104000,,21000,125000,127000,137000,149000,
Judicial Branch,Judicial Retirement Funds,Judicial Survivors' Annuities Fund,Federal employee retirement and disability,25000,,2000,27000,27000,28000,28000,
Judicial Branch,Judicial Retirement Funds,Operation of the Public Defender Service for D.C.,Federal litigative and judicial activities,0,,0,0,0,0,0,
Judicial Branch,Judicial Retirement Funds,Judicial Officers' Retirement Fund,Federal employee retirement and disability,45000,,13000,58000,64000,69000,76000,
Judicial Branch,Judicial Retirement Funds,United States Court of Federal Claims Judges' Retirement Fund,Federal employee retirement and disability,2000,,1000,3000,4000,4000,4000,
Judicial Branch,National Commission on Judicial Discipline and Removal,National commission on judicial discipline and removal,Federal litigative and judicial activities,0,,0,0,0,0,0,
Judicial Branch,United States Sentencing Commission,Salaries and Expenses,Federal litigative and judicial activities,17000,,0,17000,17000,17000,18000,
Judicial Branch,Violent Crime Reduction Programs,Violent crime reduction programs,Federal litigative and judicial activities,0,,0,0,0,0,0,
Judicial Branch,"The Judiciary, activities",Commission on review of the appelate court system,Federal litigative and judicial activities,0,,0,0,0,0,0,
Department of Agriculture,Department of Agriculture,"Receipts, Agricultural research and services",Agricultural research and services,0,,0,0,0,0,0,
Department of Agriculture,Department of Agriculture,"General Fund Proprietary Interest Receipts, not Otherwise Classified",Other interest,0,,0,0,0,0,0,
Department of Agriculture,Department of Agriculture,National Grasslands,Conservation and land management,0,,-76000,-76000,-60000,-60000,-60000,
Department of Agriculture,Department of Agriculture,National Forest Fund,Conservation and land management,-18000,,6000,-12000,0,0,0,
Department of Agriculture,Department of Agriculture,"Timber purchaser road construction credits, nat. forests fund",Conservation and land management,0,,0,0,0,0,0,
Department of Agriculture,Department of Agriculture,Proceeds from Sale of Real Property,Agricultural research and services,0,,0,0,0,0,0,
Department of Agriculture,Department of Agriculture,"Biorefinery Assistance, Downward Reestimates of Subsidies",Area and regional development,0,,-35000,-35000,0,0,0,
Department of Agriculture,Department of Agriculture,"Agriculture Credit Insurance, Negative Subsidies",Farm income stabilization,-1000,,-2000,-3000,-6000,-6000,-6000,
Department of Agriculture,Department of Agriculture,"Agriculture Credit Insurance, Negative Subsidies",Farm income stabilization,0,,0,0,0,0,0,
Department of Agriculture,Department of Agriculture,"Agriculture Credit Insurance, Downward Reestimates of Subsidies",Farm income stabilization,-208000,,6000,-202000,0,0,0,
Department of Agriculture,Department of Agriculture,"Rural Electrification and Telephone Loans, Negative Subsidies",Energy supply,-78000,,-117000,-195000,-235000,-241000,-246000,
Department of Agriculture,Department of Agriculture,"Rural Electrification and Telephone Loans, Negative Subsidies",Energy supply,0,,0,0,0,0,0,
Department of Agriculture,Department of Agriculture,"Rural Electrification and Telephone Loans, Downward Reestimates of Subsidies",Energy supply,-507000,,128000,-379000,0,0,0,
Department of Agriculture,Department of Agriculture,"Rural Water and Waste Disposal, Negative Subsidies",Area and regional development,0,,0,0,0,-1000,-1000,
Department of Agriculture,Department of Agriculture,"Rural Water and Waste Disposal, Negative Subsidies",Area and regional development,0,,0,0,0,0,0,
Department of Agriculture,Department of Agriculture,"Rural Water and Waste Disposal, Downward Reestimates of Subsidies",Area and regional development,-126000,,-148000,-274000,0,0,0,
Department of Agriculture,Department of Agriculture,"Rural development insurance, negatives subsidies",Area and regional development,0,,0,0,0,0,0,
Department of Agriculture,Department of Agriculture,"Rural development insurance, Downward reestimates of subsidies",Area and regional development,0,,0,0,0,0,0,
Department of Agriculture,Department of Agriculture,"Rural Community Facility, Negative Subsidies",Area and regional development,-3000,,-13000,-16000,-41000,-42000,-43000,
Department of Agriculture,Department of Agriculture,"Rural Community Facility, Negative Subsidies",Area and regional development,0,,0,0,0,0,0,
Department of Agriculture,Department of Agriculture,"Rural Community Facility, Downward Reestimates of Subsidies",Area and regional development,-132000,,64000,-68000,0,0,0,
Department of Agriculture,Department of Agriculture,"Rural Housing Insurance, Negative Subsidies",Mortgage credit,-12000,,-40000,-52000,-42000,-43000,-44000,
Department of Agriculture,Department of Agriculture,"Rural Housing Insurance, Downward Reestimates of Subsidies",Mortgage credit,-68000,,32000,-36000,0,0,0,
Department of Agriculture,Department of Agriculture,"Rural Business and Industry, Negative Subsidies",Area and regional development,0,,0,0,0,0,0,
Department of Agriculture,Department of Agriculture,"Rural Business and Industry, Negative Subsidies",Area and regional development,0,,0,0,0,0,0,
Department of Agriculture,Department of Agriculture,"Rural Business and Industry, Downward Reestimates of Subsidies",Area and regional development,-40000,,31000,-9000,0,0,0,
Department of Agriculture,Department of Agriculture,"P.L. 480 Loan Program, Downward Reestimates of Subsidies",Farm income stabilization,-10000,,1000,-9000,0,0,0,
Department of Agriculture,Department of Agriculture,"Rural Development Loans, Downward Reestimates of Subsidies",Area and regional development,-5000,,1000,-4000,0,0,0,
Department of Agriculture,Department of Agriculture,"Rural Telephone Bank Loans, Downward Reestimates of Subsidies",Area and regional development,-2000,,1000,-1000,0,0,0,
Department of Agriculture,Department of Agriculture,"Economic Development Loans, Downward Reestimates of Subsidies",Area and regional development,-1000,,0,-1000,0,0,0,
Department of Agriculture,Department of Agriculture,"Agricultural Resource Conservation, Downward Reestimates of Subsidies",Conservation and land management,0,,0,0,0,0,0,
Department of Agriculture,Department of Agriculture,"Self-help housing land development, Downward reestimates of subsidies",Area and regional development,0,,0,0,0,0,0,
Department of Agriculture,Department of Agriculture,"P.L. 480 Loan Program, Food for Progress Credits, Downward Reestimates of Subsidies",Farm income stabilization,0,,0,0,0,0,0,
Department of Agriculture,Department of Agriculture,"Downward Reestimates, Distance Learning, Telemedicine, and Broadband Program",Area and regional development,-42000,,23000,-19000,0,0,0,
Department of Agriculture,Department of Agriculture,"Apple Loan Program, Downward Reestimates of Subsidies",Farm income stabilization,-4000,,4000,0,0,0,0,
Department of Agriculture,Department of Agriculture,"Negative Subsidies, Farm Storage Facility Loans",Farm income stabilization,-4000,,0,-4000,-7000,-7000,-7000,
Department of Agriculture,Department of Agriculture,"Farm Storage Facility Loans, Downward Reestimate of Subsidies",Farm income stabilization,-14000,,-12000,-26000,0,0,0,
Department of Agriculture,Department of Agriculture,"Commodity Credit Corporation Export Guarantee Financing, Downward Reestimate of Subsidies",Farm income stabilization,-7000,,-20000,-27000,0,0,0,
Department of Agriculture,Department of Agriculture,"Multifamily Housing Revitalization Fund, Downward Reestimates of Subsidies",Housing assistance,-11000,,8000,-3000,0,0,0,
Department of Agriculture,Department of Agriculture,"Rural Energy for America Program, Downward Reestimates of Subsidies",Community development,0,,-5000,-5000,0,0,0,
Department of Agriculture,Department of Agriculture,"Commodity Credit Corporation Export Guarantee Financing, Negative Subsidies",Farm income stabilization,-34000,,-21000,-55000,-59000,-59000,-59000,
Department of Agriculture,Department of Agriculture,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,Deductions for offsetting receipts,-11000,,6000,-5000,-5000,-5000,-5000,
Department of Agriculture,Department of Agriculture,Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts,Deductions for offsetting receipts,24000,,-24000,0,0,0,0,
Department of Agriculture,Department of Agriculture,National forests fund,Conservation and land management,0,,0,0,0,0,0,
Department of Agriculture,Department of Agriculture,National Forests Fund,Conservation and land management,2000,,-2000,0,0,0,0,
